28115,41,"admin.","married","basic.6y","no","no","no","cellular","apr","fri",1203,2,999,1,"failure",-1.8,93.075,-47.1,1.479,5099,"yes"
28120,38,"entrepreneur","married","professional.course","no","yes","yes","cellular","apr","mon",278,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28122,42,"management","married","unknown","no","yes","no","cellular","apr","mon",590,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28124,50,"management","divorced","university.degree","unknown","no","no","telephone","apr","mon",475,6,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"yes"
28131,38,"admin.","single","high.school","no","yes","no","cellular","apr","mon",332,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28133,53,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","mon",583,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"yes"
28134,31,"technician","married","professional.course","no","no","no","cellular","apr","mon",551,3,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28141,55,"technician","married","professional.course","no","no","no","cellular","apr","mon",376,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28142,44,"blue-collar","married","high.school","no","no","no","cellular","apr","mon",271,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28146,46,"services","divorced","high.school","no","no","no","cellular","apr","mon",211,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28160,55,"technician","married","professional.course","no","yes","no","cellular","apr","mon",371,3,999,2,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28166,40,"services","married","high.school","no","no","no","cellular","apr","mon",377,3,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28170,37,"blue-collar","married","basic.6y","no","yes","no","cellular","apr","mon",1138,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"yes"
28171,38,"blue-collar","married","basic.9y","no","no","no","cellular","apr","mon",357,2,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28175,46,"blue-collar","married","basic.9y","unknown","yes","no","telephone","apr","mon",125,3,999,1,"failure",-1.8,93.075,-47.1,1.466,5099,"no"
28185,35,"admin.","married","high.school","no","no","no","cellular","apr","tue",327,2,999,1,"failure",-1.8,93.075,-47.1,1.453,5099,"no"
28230,38,"services","divorced","high.school","unknown","yes","no","cellular","apr","tue",263,2,999,1,"failure",-1.8,93.075,-47.1,1.453,5099,"no"
28236,46,"services","married","unknown","no","yes","no","cellular","apr","tue",244,3,999,1,"failure",-1.8,93.075,-47.1,1.453,5099,"no"
18311,36,"management","married","university.degree","no","no","yes","cellular","jul","wed",93,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28244,59,"services","married","high.school","no","yes","no","cellular","apr","tue",542,3,999,1,"failure",-1.8,93.075,-47.1,1.453,5099,"no"
18316,37,"blue-collar","married","professional.course","no","yes","no","cellular","jul","wed",83,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28250,38,"admin.","divorced","high.school","no","no","no","cellular","apr","tue",172,2,999,1,"failure",-1.8,93.075,-47.1,1.453,5099,"no"
18319,30,"admin.","single","university.degree","no","no","no","telephone","jul","wed",84,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28254,43,"admin.","single","high.school","no","no","no","cellular","apr","tue",216,2,999,1,"failure",-1.8,93.075,-47.1,1.453,5099,"no"
18321,29,"admin.","single","high.school","no","yes","yes","cellular","jul","wed",160,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28255,40,"blue-collar","married","high.school","no","no","no","cellular","apr","tue",43,3,999,1,"failure",-1.8,93.075,-47.1,1.453,5099,"no"
18322,32,"technician","single","university.degree","no","no","no","cellular","jul","wed",61,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28292,46,"blue-collar","divorced","basic.6y","unknown","no","no","cellular","apr","wed",179,5,999,2,"failure",-1.8,93.075,-47.1,1.445,5099,"no"
18324,22,"unemployed","single","high.school","no","no","no","telephone","jul","wed",82,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28294,48,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","wed",1032,3,999,2,"failure",-1.8,93.075,-47.1,1.445,5099,"yes"
18326,36,"technician","married","professional.course","no","no","no","cellular","jul","wed",84,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28319,38,"admin.","married","high.school","no","no","no","cellular","apr","wed",518,2,999,1,"failure",-1.8,93.075,-47.1,1.445,5099,"no"
18330,38,"admin.","married","high.school","no","no","no","cellular","jul","wed",166,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28330,34,"services","married","high.school","no","no","no","cellular","apr","wed",543,2,999,1,"failure",-1.8,93.075,-47.1,1.445,5099,"no"
18331,26,"blue-collar","single","high.school","no","no","yes","cellular","jul","wed",111,8,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28332,37,"blue-collar","married","basic.4y","no","no","no","cellular","apr","wed",180,2,999,1,"failure",-1.8,93.075,-47.1,1.445,5099,"no"
28356,46,"services","married","high.school","no","yes","no","cellular","apr","wed",417,2,999,2,"failure",-1.8,93.075,-47.1,1.445,5099,"no"
13871,44,"entrepreneur","divorced","basic.4y","no","no","no","cellular","jul","fri",170,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
13872,40,"services","married","university.degree","no","yes","no","cellular","jul","fri",131,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
13875,48,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","fri",269,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
13876,22,"services","single","high.school","no","yes","no","cellular","jul","fri",143,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28361,20,"student","single","high.school","no","yes","no","cellular","apr","thu",162,4,999,1,"failure",-1.8,93.075,-47.1,1.435,5099,"no"
13877,56,"technician","married","professional.course","no","no","no","cellular","jul","fri",196,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28363,37,"blue-collar","divorced","basic.9y","unknown","yes","no","cellular","apr","thu",435,2,999,1,"failure",-1.8,93.075,-47.1,1.435,5099,"no"
13878,52,"housemaid","married","basic.4y","no","no","no","cellular","jul","fri",479,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28374,36,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",592,4,999,1,"failure",-1.8,93.075,-47.1,1.435,5099,"yes"
13879,41,"services","married","professional.course","no","yes","no","cellular","jul","fri",211,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28381,43,"admin.","divorced","high.school","no","yes","no","cellular","apr","thu",448,2,999,1,"failure",-1.8,93.075,-47.1,1.435,5099,"yes"
13880,52,"housemaid","married","basic.4y","no","no","no","cellular","jul","fri",347,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
33358,33,"services","married","basic.9y","no","no","yes","cellular","may","tue",277,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099,"no"
28394,32,"blue-collar","married","high.school","no","yes","no","cellular","apr","thu",259,2,999,1,"failure",-1.8,93.075,-47.1,1.435,5099,"no"
13882,52,"housemaid","married","basic.4y","no","no","yes","cellular","jul","fri",183,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"no"
28400,45,"admin.","married","high.school","no","no","yes","cellular","apr","thu",109,2,999,1,"failure",-1.8,93.075,-47.1,1.435,5099,"no"
13883,53,"retired","married","basic.9y","unknown","yes","no","cellular","jul","fri",817,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228,"yes"
33372,49,"blue-collar","married","basic.6y","unknown","no","yes","cellular","may","tue",354,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099,"no"
28411,35,"services","married","high.school","no","yes","no","cellular","apr","thu",466,2,999,2,"failure",-1.8,93.075,-47.1,1.435,5099,"no"
